Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,T,P,WS
2016-06-22,3,0,3,0,0,0,4,1,2,1,1,1,0,0,1,5,1,1,2,2,1,0,0,0,0,0,1,0,2,0,0,0,1,2,1,0,6,1,0,0,1,0,11,0,0,0,2,5,1,0,70.8,0.0,8.8
2016-06-23,4,1,0,1,1,0,2,1,0,0,0,1,0,1,0,1,1,0,1,1,2,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,1,1,2,0,0,0,20,0,0,3,3,4,1,0,68.6,0.01,3.6
2016-06-24,5,0,0,1,0,2,1,0,0,2,2,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,4,1,1,0,2,0,0,0,4,0,1,0,1,1,13,1,0,0,2,8,2,0,70.6,0.0,2.6
2016-06-25,4,0,1,0,0,2,1,0,0,0,2,0,0,2,0,1,0,2,1,2,1,1,0,2,3,2,1,1,1,3,0,1,3,0,1,0,11,0,2,1,0,1,11,1,0,2,5,11,0,4,74.9,0.0,4.4
2016-06-26,6,0,1,1,0,0,4,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,2,3,3,0,0,3,1,3,1,1,1,1,1,5,1,4,1,1,1,7,0,0,3,0,4,3,0,76.9,0.0,6.8
2016-06-27,1,1,0,1,0,0,2,1,0,0,3,1,1,1,0,0,2,0,2,0,1,1,0,0,0,0,0,1,2,1,2,1,3,0,0,0,8,0,0,0,2,2,9,0,0,2,0,7,0,0,77.4,0.0,6.6
2016-06-28,4,3,0,1,0,1,4,3,0,0,0,2,1,0,1,1,1,2,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,28,0,0,2,1,5,2,0,72.1,0.0,7.2
2016-06-29,0,1,0,2,0,1,5,1,1,1,3,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,2,0,0,0,1,0,17,0,0,1,6,3,0,1,64.2,0.0,4.5
2016-06-30,1,0,1,1,1,1,4,0,0,0,3,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,20,3,0,1,5,3,2,0,69.3,0.0,3.8
2016-07-01,3,0,2,0,3,1,3,0,0,1,2,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,1,0,1,5,0,0,1,0,0,0,2,3,1,0,0,2,18,2,0,4,2,10,3,1,68.8,0.0,8.7
2016-07-02,4,0,5,0,0,1,2,0,0,0,0,1,2,1,2,2,1,0,1,4,1,0,0,1,0,0,0,0,1,5,0,0,1,1,0,0,2,0,2,0,1,3,9,1,0,4,7,6,1,1,64.6,0.0,3.8
2016-07-03,3,0,0,0,0,1,0,2,2,0,7,0,0,0,1,3,3,0,0,0,3,0,0,0,2,0,0,4,3,3,0,0,0,0,1,0,0,1,3,0,2,3,6,0,0,2,0,4,2,3,66.5,0.0,2.5
2016-07-04,5,0,2,3,0,0,2,1,0,0,3,2,0,2,0,0,0,0,1,2,0,0,0,0,2,0,1,2,2,3,0,2,0,0,2,0,0,2,1,0,0,1,13,1,0,1,0,4,3,0,69.9,0.01,5.9
2016-07-05,1,0,0,0,0,2,2,0,1,2,4,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,1,1,0,1,0,0,1,0,0,0,0,2,16,1,0,1,1,5,1,0,74.2,0.01,6.5
2016-07-06,1,1,0,2,0,1,2,0,1,0,2,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,2,0,2,0,0,1,0,21,1,0,2,3,7,1,2,75.3,0.02,8.5
2016-07-07,1,0,4,0,0,0,2,3,0,0,1,1,0,2,0,2,0,0,1,0,0,0,1,0,1,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,23,2,0,0,1,2,2,0,73.8,0.06,9.5
2016-07-08,6,0,1,0,2,2,3,0,0,0,0,0,0,2,1,1,0,1,0,1,1,0,0,0,1,1,4,0,1,3,3,0,1,4,0,0,2,1,4,1,1,3,23,0,1,0,1,4,2,4,75.6,0.0,10.2
2016-07-09,7,0,1,0,2,1,1,0,0,0,0,1,0,0,2,3,0,0,1,2,2,0,1,2,1,0,1,2,1,5,1,1,3,1,1,0,4,1,2,1,0,2,6,2,0,1,4,6,2,2,73.9,0.0,10.2
2016-07-10,2,1,1,0,3,4,0,1,2,1,3,1,0,1,0,0,0,0,2,1,2,0,2,0,0,0,0,1,1,4,2,0,0,4,2,1,4,0,2,0,1,3,13,1,0,4,1,6,1,0,72.0,0.0,5.6
2016-07-11,2,0,0,0,0,1,4,0,0,0,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,18,0,1,1,0,8,1,1,74.1,0.0,3.9
2016-07-12,0,1,0,0,1,2,3,1,1,0,2,1,4,2,0,1,1,1,0,0,1,1,0,0,0,0,1,0,2,3,1,0,0,1,0,0,0,0,0,0,2,0,13,0,1,0,1,4,1,0,78.2,0.0,6.5
2016-07-13,2,1,0,1,2,2,2,0,0,1,1,0,2,0,0,2,1,0,1,1,0,0,1,3,1,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,1,1,18,1,0,0,2,5,3,1,77.9,0.0,8.2
2016-07-14,2,1,0,0,1,1,3,2,0,0,2,0,0,1,5,3,0,1,0,0,2,0,2,0,0,0,1,1,0,0,1,0,2,1,2,0,2,0,2,0,1,0,20,1,0,3,0,5,1,1,76.5,0.01,10.8
2016-07-15,2,1,1,1,0,2,5,2,0,0,0,1,0,1,0,6,1,0,0,0,1,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,3,2,7,2,1,74.8,0.0,9.6
2016-07-16,10,0,1,1,0,3,3,0,1,1,2,2,0,1,1,0,2,0,5,0,1,0,1,1,0,0,1,2,2,0,0,1,1,2,0,0,0,0,4,2,0,2,11,1,1,1,2,2,3,1,73.5,0.0,5.3
2016-07-17,5,1,0,0,2,1,4,0,0,0,3,0,0,1,1,0,0,0,2,1,0,1,0,2,0,0,1,1,1,5,2,1,1,3,1,1,0,1,1,1,4,5,15,4,0,1,0,9,0,2,75.8,0.0,6.3
2016-07-18,3,0,0,1,0,0,6,0,0,1,1,1,1,0,1,0,1,0,3,1,1,0,1,0,1,0,1,0,0,3,2,0,0,0,0,0,0,1,0,1,1,2,21,0,0,0,0,10,3,1,76.8,0.0,8.3
2016-07-19,4,1,0,2,0,2,5,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,1,1,2,0,0,0,0,0,0,4,0,0,0,0,0,17,0,1,1,5,3,2,0,76.8,0.0,5.2
2016-07-20,2,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,2,1,1,1,1,0,0,1,2,0,1,3,1,4,1,0,0,1,0,0,6,2,0,0,1,0,28,0,0,1,3,4,1,0,73.6,0.0,3.4
2016-07-21,0,1,0,1,0,1,6,0,2,0,1,1,0,4,0,3,2,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,1,1,1,0,4,0,1,1,3,0,18,0,0,3,1,1,1,0,76.2,0.0,6.1
2016-07-22,5,0,0,0,0,0,5,2,0,2,0,0,0,1,0,2,2,0,1,1,0,0,0,0,1,1,0,0,3,3,2,0,0,0,1,1,3,1,1,0,0,0,16,0,0,0,2,8,2,0,76.7,0.05,8.6
2016-07-23,9,0,0,1,1,1,2,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,2,3,0,2,0,1,5,0,0,1,1,0,1,10,0,1,0,1,3,11,0,0,3,5,5,1,3,77.7,0.05,6.2
2016-07-24,6,0,1,2,0,0,3,1,2,0,4,0,0,0,0,0,0,2,6,1,2,1,0,1,0,0,0,1,1,3,1,0,1,6,0,0,3,1,2,0,3,2,11,1,0,1,0,10,2,0,73.8,0.06,4.3
2016-07-25,0,0,1,0,0,0,2,1,0,1,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,2,1,2,0,1,2,1,0,1,1,0,0,0,1,0,3,0,14,0,1,1,0,4,0,1,77.2,0.02,8.5
2016-07-26,3,1,1,1,0,2,3,0,0,0,2,0,2,1,0,0,1,0,0,0,2,1,0,0,0,0,2,1,1,1,0,0,0,0,2,1,7,1,0,1,1,2,23,0,0,1,2,8,1,0,77.9,0.0,3.8
2016-07-27,1,0,1,1,0,0,1,1,0,1,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,7,0,2,1,0,0,16,0,0,0,3,7,2,0,78.8,0.0,1.7
2016-07-28,1,0,0,1,0,2,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0,0,15,0,1,1,0,6,0,0,72.1,0.02,3.8
2016-07-29,1,0,0,1,1,2,9,1,1,1,1,1,0,2,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,1,0,0,0,1,0,0,1,3,0,1,1,12,0,1,2,5,6,3,2,72.3,0.0,2.0
2016-07-30,4,0,1,1,0,3,4,0,1,1,2,1,1,2,1,1,0,1,0,1,0,1,4,1,0,0,0,2,1,2,3,1,1,2,1,0,0,0,4,0,4,2,4,1,0,1,1,0,1,1,71.2,0.04,3.9
2016-07-31,5,0,0,1,0,1,2,0,1,1,2,1,0,1,0,0,3,0,0,3,1,0,1,0,1,0,0,1,1,2,1,0,0,4,0,0,1,0,2,0,4,2,10,1,0,2,1,10,1,1,71.5,0.01,3.2
2016-08-01,1,1,0,0,0,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,2,0,1,0,16,0,1,0,0,7,1,2,73.9,0.04,4.1
2016-08-02,2,0,0,0,0,5,2,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,0,1,1,1,0,1,1,0,0,0,18,0,0,1,2,4,1,0,77.3,0.0,2.8
2016-08-03,0,1,1,2,1,2,2,2,0,0,4,1,0,2,1,0,3,0,2,0,1,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,2,1,0,0,0,18,2,0,1,0,5,2,0,76.9,0.0,6.0
2016-08-04,6,1,1,3,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,2,16,0,1,4,0,5,1,1,75.8,0.0,6.8
2016-08-05,6,1,1,2,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,1,1,3,1,0,0,0,1,1,1,1,1,1,2,3,16,1,0,4,1,13,0,0,77.2,0.0,7.9
2016-08-06,10,0,1,0,1,0,0,0,0,0,0,0,1,3,3,4,2,0,1,1,0,0,0,0,1,0,0,0,0,2,5,0,0,1,0,0,6,0,1,1,2,4,8,1,0,3,3,6,1,3,75.5,0.0,6.7
2016-08-07,4,0,3,1,1,0,1,1,0,1,2,1,0,2,2,0,0,1,3,3,2,0,0,0,1,0,1,1,1,2,0,1,0,0,0,2,2,1,2,0,1,1,10,1,0,2,1,5,1,1,74.0,0.0,3.3
2016-08-08,4,1,0,0,0,3,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,1,0,0,0,2,0,0,0,12,0,1,2,0,5,0,1,74.1,0.0,5.1
2016-08-09,3,1,0,2,1,1,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,3,0,0,0,2,1,11,0,0,3,2,4,1,0,77.1,0.0,6.6
2016-08-10,3,1,2,1,2,1,2,1,1,1,0,2,2,1,0,1,1,0,1,0,3,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,3,0,1,0,1,1,11,0,0,1,6,9,1,0,79.2,0.03,7.3
2016-08-11,1,2,1,0,1,0,2,1,0,0,2,2,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,6,0,1,0,1,0,13,0,0,2,0,7,1,0,82.0,0.0,6.9
2016-08-12,3,1,0,3,1,0,5,0,0,1,3,1,2,0,0,4,2,1,0,2,2,0,0,0,1,0,0,2,2,3,0,0,2,0,0,0,0,1,1,0,1,0,16,0,0,4,2,8,1,1,82.2,0.01,7.3
2016-08-13,4,0,1,0,0,4,1,1,2,0,3,1,3,0,0,3,0,0,1,1,0,0,0,1,0,0,1,0,0,2,1,2,2,0,0,4,0,0,3,1,2,0,1,0,0,3,3,1,0,1,81.4,0.03,8.7
2016-08-14,3,2,1,1,0,1,1,2,0,0,3,1,0,2,0,0,0,2,4,3,0,0,0,3,0,0,1,0,3,2,2,0,1,2,1,1,0,3,2,0,4,0,7,1,0,0,0,11,0,0,74.9,0.04,7.0
2016-08-15,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,9,0,0,72.4,0.02,3.2
2016-08-16,1,0,1,4,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,1,1,0,1,2,10,1,0,0,0,11,0,0,76.3,0.02,11.7
2016-08-17,4,0,0,1,0,1,1,0,0,0,2,0,0,1,0,4,1,0,0,2,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,2,0,2,0,14,1,0,1,1,7,1,0,72.9,0.02,6.3
2016-08-18,3,1,0,1,1,0,2,0,0,0,1,1,4,0,0,0,1,0,2,0,2,0,1,0,0,1,1,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,6,1,0,0,3,7,0,0,74.6,0.0,7.3
2016-08-19,2,0,1,2,1,0,2,0,0,1,0,0,1,1,2,0,0,2,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,1,2,1,2,0,0,0,11,0,0,1,1,6,1,0,71.5,0.0,5.1
2016-08-20,4,0,2,1,0,4,1,0,2,0,0,1,2,1,4,1,1,0,2,4,1,0,0,0,2,0,0,1,3,0,0,0,1,0,1,1,5,0,2,0,2,1,6,0,0,0,5,6,0,5,73.8,0.01,7.3
2016-08-21,5,0,3,1,0,1,0,1,0,2,2,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,4,3,1,0,1,1,0,8,1,2,1,1,0,3,1,0,1,0,6,1,5,72.7,0.01,8.2
2016-08-22,5,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0,0,1,0,13,0,0,0,0,6,1,0,68.1,0.0,4.4
2016-08-23,0,0,0,5,0,0,1,0,0,1,2,1,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,1,0,9,1,0,0,2,6,1,0,68.4,0.0,3.7
2016-08-24,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5,0,2,0,0,0,12,0,1,0,3,2,3,0,72.8,0.0,7.2
2016-08-25,4,1,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,3,1,1,0,0,1,1,1,0,0,0,1,0,0,0,6,0,1,1,2,9,1,0,77.8,0.05,8.8
2016-08-26,3,1,1,2,1,1,3,0,1,1,1,2,0,0,0,5,1,1,0,1,3,0,0,1,1,0,1,0,1,2,1,0,0,1,0,0,0,1,1,0,1,1,6,1,1,0,0,7,1,1,78.1,0.0,4.4
2016-08-27,3,0,1,1,0,1,1,1,2,0,1,1,0,3,0,3,0,0,0,5,4,0,0,1,0,0,0,1,3,1,2,0,2,1,0,1,1,0,2,1,3,1,10,1,0,1,1,4,1,3,79.0,0.0,4.6
2016-08-28,3,2,2,0,0,3,0,0,1,0,3,1,0,3,0,0,1,0,0,1,0,0,1,2,1,0,2,1,0,1,1,0,2,3,2,4,0,0,0,0,0,1,7,0,1,1,4,6,1,0,75.4,0.1,6.4
2016-08-29,1,1,0,0,0,0,1,2,0,2,3,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,2,0,0,2,1,0,0,0,1,3,1,1,3,12,0,2,1,0,7,0,1,71.9,0.0,2.9
2016-08-30,1,0,1,1,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,2,5,0,1,74.2,0.0,2.6
2016-08-31,0,0,0,1,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,1,0,0,0,11,0,0,0,0,3,1,0,69.6,0.0,3.2
2016-09-01,2,1,0,3,0,1,2,0,0,0,2,1,0,1,0,2,1,0,0,0,1,0,0,1,1,0,0,1,1,1,2,0,0,1,1,0,0,1,0,1,1,2,16,0,0,2,1,4,0,0,68.0,0.0,6.7
2016-09-02,0,0,0,0,0,0,4,0,0,0,0,1,1,1,0,3,1,1,1,2,1,0,0,0,0,0,0,1,4,1,4,0,0,2,0,0,3,3,2,0,0,3,12,1,0,3,3,8,0,0,66.4,0.0,5.6
2016-09-03,6,0,1,1,0,1,4,1,1,1,3,1,7,1,1,2,1,0,0,2,1,1,0,1,0,0,1,0,3,6,0,0,0,0,1,0,3,2,3,0,4,1,4,2,0,2,6,5,1,1,68.3,0.0,4.1
2016-09-04,6,1,3,0,0,1,3,4,2,0,2,1,2,1,2,0,1,3,1,0,0,0,1,1,0,0,1,1,2,3,1,1,2,3,1,1,6,0,1,0,2,2,7,3,1,2,0,1,0,1,69.7,0.0,3.3
2016-09-05,3,1,3,0,1,1,3,0,1,0,2,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,3,4,0,1,2,0,0,3,1,0,0,0,0,11,3,0,2,0,10,4,1,72.8,0.0,3.9
2016-09-06,3,1,1,0,0,0,2,1,0,0,1,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,9,0,1,0,1,3,1,1,74.2,0.0,5.6
2016-09-07,0,0,3,1,0,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,3,0,1,1,1,1,14,0,0,0,0,7,2,0,79.9,0.02,7.6
2016-09-08,1,1,1,2,0,0,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,8,0,0,2,1,5,0,0,78.8,0.0,8.7
2016-09-09,2,0,0,0,0,1,2,0,1,0,1,0,0,2,0,0,1,1,0,2,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,2,0,0,0,2,0,10,0,0,0,2,8,1,0,73.7,0.02,5.0
2016-09-10,5,1,4,0,1,0,2,1,1,0,2,0,9,0,0,3,0,1,3,4,0,0,1,1,1,0,0,2,3,3,3,2,0,2,0,0,2,2,0,0,3,0,0,0,0,3,3,4,0,0,75.5,0.0,9.2
2016-09-11,4,0,1,1,0,1,1,1,0,0,2,1,0,0,0,2,1,0,0,2,0,0,0,2,0,2,1,0,0,0,0,0,2,2,0,2,4,1,5,0,1,0,5,1,0,1,0,5,1,1,66.7,0.0,6.4
2016-09-12,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,1,1,1,0,1,0,0,1,1,1,0,0,2,0,1,0,1,0,0,0,4,0,0,0,0,15,0,1,0,0,12,1,0,68.1,0.0,4.0
2016-09-13,0,0,0,1,0,3,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,2,6,0,2,72.8,0.0,7.2
2016-09-14,3,1,2,3,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,13,0,0,1,1,6,1,0,69.0,0.0,5.4
2016-09-15,1,0,0,1,0,3,5,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,3,1,6,0,0,64.5,0.0,4.6
2016-09-16,3,0,2,0,0,1,3,2,0,0,1,1,2,1,0,4,0,0,2,1,3,0,0,0,0,0,0,1,0,3,0,1,1,0,2,0,1,0,3,0,1,0,7,0,0,1,1,6,2,3,69.6,0.0,6.3
2016-09-17,6,2,0,0,0,0,1,0,0,0,3,2,0,3,0,1,0,2,2,0,0,0,1,0,1,0,0,1,1,2,1,1,0,3,0,0,1,0,2,1,1,1,3,0,0,1,4,5,0,1,72.8,0.0,8.7
2016-09-18,4,0,1,1,1,0,1,0,0,1,1,1,3,2,0,2,1,1,2,2,2,0,1,1,1,0,0,2,2,1,2,0,3,0,0,0,0,1,2,0,0,1,4,2,0,0,0,10,0,2,70.0,0.03,5.1
2016-09-19,3,0,3,0,1,0,2,1,0,0,2,1,1,1,1,2,0,0,1,1,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,2,1,1,0,0,0,15,0,1,0,0,8,0,0,69.9,0.0,2.8
2016-09-20,4,0,0,3,0,0,3,0,0,0,1,1,0,0,1,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,9,0,0,1,1,8,1,1,67.8,0.0,1.6
2016-09-21,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,1,0,3,0,0,73.5,0.0,3.2
2016-09-22,0,0,0,2,2,0,1,2,0,0,3,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,8,0,0,0,1,7,1,0,73.2,0.0,2.9
2016-09-23,7,1,2,1,0,1,4,0,1,0,0,1,0,1,1,5,2,0,1,0,2,1,0,0,1,0,2,0,1,2,0,0,0,1,0,0,6,1,4,0,2,0,10,2,0,0,1,5,0,1,71.8,0.0,4.4
2016-09-24,6,1,2,0,0,0,9,0,0,0,2,0,0,0,0,2,0,0,2,1,2,0,0,0,1,0,1,1,3,4,1,1,1,1,1,1,4,1,0,1,3,1,2,1,0,1,2,10,2,2,66.5,0.0,5.9
2016-09-25,5,0,1,1,0,0,2,0,1,0,2,0,0,1,2,0,0,0,1,0,2,0,0,1,1,0,0,1,0,1,2,1,0,2,0,0,3,0,4,1,2,0,7,1,0,0,0,8,2,0,62.5,0.0,4.1
2016-09-26,1,1,0,0,0,0,1,0,1,1,2,0,0,0,1,0,4,0,2,2,1,0,0,0,1,0,1,0,2,3,2,0,0,1,0,0,3,1,1,0,1,0,14,0,0,0,0,8,0,0,64.6,0.05,6.9
2016-09-27,4,0,1,0,0,0,1,2,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,1,3,0,0,2,0,0,0,0,2,0,1,0,3,1,1,0,0,1,12,0,1,1,1,10,0,0,60.6,0.0,10.0
2016-09-28,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,5,2,0,1,0,0,8,0,0,0,1,10,0,1,63.1,0.0,9.1
2016-09-29,3,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,3,0,0,1,1,12,1,0,2,1,5,1,0,61.0,0.05,6.4
2016-09-30,1,1,3,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,2,2,6,0,0,0,2,4,0,0,58.5,0.03,7.5
2016-10-01,3,1,1,0,1,1,1,0,2,0,3,0,4,0,1,1,1,0,0,2,0,1,0,0,0,0,1,1,2,3,0,1,0,4,0,0,0,0,0,0,1,0,10,1,0,0,5,4,1,1,62.5,0.01,4.1
2016-10-02,3,1,0,1,0,0,1,0,2,0,3,1,6,1,1,1,0,0,1,0,0,1,0,2,1,0,1,1,1,6,0,0,1,1,0,1,0,3,1,0,1,1,3,0,0,0,0,7,0,1,60.8,0.0,6.2
2016-10-03,1,0,0,3,0,1,3,0,0,0,1,1,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,2,0,9,0,1,1,0,7,1,0,59.2,0.0,1.9
2016-10-04,3,0,0,1,0,1,6,0,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,2,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,2,7,1,0,57.7,0.0,4.2
2016-10-05,3,0,0,2,1,0,2,0,1,2,4,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,2,1,0,0,0,1,2,1,0,0,1,0,0,0,0,13,0,0,0,0,4,0,0,59.9,0.0,5.5
2016-10-06,2,0,0,2,0,0,2,0,0,1,2,1,0,0,1,2,0,1,0,0,3,0,0,0,0,0,4,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,12,0,1,3,0,4,0,1,61.9,0.0,4.6
2016-10-07,2,0,1,0,1,0,6,1,1,1,1,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,2,2,1,0,1,2,0,1,0,1,3,0,1,1,10,1,0,1,0,12,1,2,63.7,0.04,8.7
2016-10-08,5,0,0,0,0,1,2,0,0,2,2,1,3,2,0,1,1,1,0,1,3,1,0,0,1,1,0,1,3,3,1,0,0,2,2,0,0,0,2,0,0,1,1,1,0,1,5,3,0,3,61.0,0.01,5.6
2016-10-09,2,0,1,0,0,0,0,2,1,1,1,1,10,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,5,2,2,2,1,3,0,0,2,2,0,4,0,8,0,0,1,1,2,1,2,51.2,0.0,7.8
2016-10-10,2,0,0,1,0,0,6,0,0,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0,1,1,0,2,1,9,1,1,1,1,10,0,0,50.3,0.0,3.3
2016-10-11,2,1,1,0,0,0,2,1,0,0,2,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,8,2,1,0,0,6,0,0,53.6,0.0,4.6
2016-10-12,4,0,0,2,1,0,3,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,13,1,0,0,2,6,0,0,57.5,0.0,7.5
2016-10-13,3,0,2,1,0,1,3,0,1,1,3,0,0,0,1,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,1,0,1,2,5,1,0,55.5,0.01,8.6
2016-10-14,1,0,0,1,1,1,4,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3,0,1,1,1,1,0,0,2,0,1,0,2,2,0,0,1,9,0,0,1,2,11,1,1,45.9,0.0,2.4
2016-10-15,6,0,2,2,0,0,4,1,0,0,1,0,0,2,1,0,2,2,1,1,1,0,1,3,0,3,0,0,2,2,0,1,1,2,0,0,0,1,3,0,4,2,3,2,0,0,0,4,0,2,57.5,0.0,7.1
