Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,T,P,WS
2015-04-19,3,1,0,0,0,1,3,2,1,1,1,2,0,2,0,1,0,0,3,2,1,0,0,2,1,0,1,0,0,1,0,4,0,0,1,0,5,1,2,1,2,0,0,0,0,1,0,8,1,0,57.7,0.02,12.3
2015-04-20,1,0,0,0,0,1,4,3,2,1,1,4,1,1,1,0,1,0,1,0,0,1,2,1,2,4,0,1,0,2,1,0,0,1,0,0,1,1,0,0,1,2,0,2,2,0,0,11,0,0,58.5,0.01,13.9
2015-04-21,1,0,1,0,1,0,4,0,2,0,0,3,0,3,1,2,1,0,0,0,1,0,0,2,0,1,1,1,0,1,1,0,1,1,1,0,1,2,0,0,1,1,0,2,1,0,0,8,0,0,51.3,0.0,16.2
2015-04-22,3,0,0,0,0,0,3,1,2,0,1,3,0,1,0,0,1,1,1,1,1,1,0,0,1,5,0,2,0,0,1,0,0,1,2,0,0,3,1,0,3,0,0,1,1,1,0,7,1,0,41.5,0.02,10.0
2015-04-23,4,0,0,0,0,0,7,2,1,0,1,2,0,1,1,0,2,0,1,2,2,1,0,1,1,2,0,0,0,2,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,1,0,6,1,1,38.0,0.0,11.4
2015-04-24,2,0,1,1,2,1,7,1,1,3,1,1,0,1,1,1,2,2,1,0,4,0,0,2,1,1,0,0,3,0,1,2,0,1,1,0,0,1,1,11,5,0,0,0,0,2,0,11,1,0,41.9,0.0,10.5
2015-04-25,6,1,0,0,0,1,3,0,2,0,1,1,1,3,1,8,3,0,1,0,2,1,0,0,2,0,0,0,3,3,0,0,1,3,1,2,0,1,4,2,2,2,0,2,0,2,0,3,0,4,41.1,0.01,4.7
2015-04-26,3,0,1,0,0,1,6,2,1,2,4,2,1,1,0,3,0,0,3,2,0,0,1,3,0,0,0,0,2,1,2,0,0,5,3,2,0,2,0,0,0,1,0,0,1,1,0,8,1,2,49.8,0.0,7.6
2015-04-27,2,0,0,1,0,1,2,1,1,2,0,1,0,1,1,0,2,0,0,1,1,0,0,0,2,0,0,1,1,1,2,0,3,2,0,1,0,0,2,0,0,1,0,0,0,0,0,7,0,1,43.2,0.0,10.3
2015-04-28,4,2,1,0,0,1,6,2,1,2,0,4,0,1,0,1,5,0,0,0,1,1,2,0,0,0,0,2,4,1,0,0,1,0,0,0,0,4,0,0,2,0,0,1,1,0,1,8,1,0,50.5,0.0,7.8
2015-04-29,1,0,2,0,0,0,11,2,1,2,1,1,0,1,0,2,2,0,0,0,0,0,0,1,2,0,2,3,0,1,0,0,0,2,2,1,1,0,0,0,0,1,0,0,1,0,1,9,0,0,56.8,0.0,4.8
2015-04-30,3,0,1,0,0,2,4,1,0,2,1,3,1,0,0,3,2,0,2,1,1,0,1,1,2,0,0,1,1,1,0,0,0,2,1,1,0,0,1,0,2,2,0,1,1,0,0,4,0,0,52.0,0.04,4.8
2015-05-01,2,0,0,0,0,0,8,1,3,2,2,3,1,4,1,2,2,0,0,1,2,0,0,0,0,0,0,1,1,3,0,1,2,0,1,0,1,3,1,0,2,2,0,1,1,1,0,11,1,0,52.2,0.0,5.3
2015-05-02,7,0,0,2,2,2,13,0,4,1,2,1,2,1,0,3,1,1,3,1,0,0,1,0,2,1,0,1,1,0,6,1,2,3,0,0,1,1,1,0,2,0,0,4,0,5,0,7,1,2,61.4,0.0,5.4
2015-05-03,2,0,3,1,0,1,5,0,0,2,2,0,0,3,1,0,0,0,2,1,2,0,0,3,0,0,0,1,4,3,0,0,0,0,2,1,0,0,0,0,4,0,0,1,0,5,0,10,1,0,65.1,0.0,6.6
2015-05-04,2,3,0,2,0,1,6,0,0,0,5,0,0,3,1,0,0,0,1,3,2,1,0,0,1,0,3,1,1,0,1,0,2,1,0,11,0,0,1,0,0,0,0,0,1,0,0,11,0,1,66.6,0.0,10.8
2015-05-05,1,2,4,0,1,1,6,2,1,1,2,4,1,2,0,5,0,1,3,3,0,0,1,0,1,0,0,3,3,3,0,1,0,2,1,0,4,2,0,0,2,0,0,0,2,1,0,5,1,1,64.9,0.02,4.5
2015-05-06,1,0,0,0,0,1,9,1,1,0,2,0,0,0,1,1,0,0,2,1,2,1,0,0,2,0,1,1,2,1,1,0,1,2,0,0,4,2,0,0,0,0,0,0,1,1,0,6,0,1,66.6,0.0,4.4
2015-05-07,1,2,0,0,1,0,5,0,0,0,3,2,2,1,1,6,1,0,1,4,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,6,0,2,0,0,0,0,0,0,1,0,7,0,0,69.8,0.0,2.5
2015-05-08,3,1,1,0,0,0,10,2,0,2,0,1,0,2,1,1,3,1,4,2,0,2,1,0,0,0,1,2,1,2,1,0,5,1,0,1,3,2,1,0,0,1,0,0,2,6,0,11,1,2,76.1,0.0,5.7
2015-05-09,0,2,0,0,0,3,7,3,1,0,3,2,0,2,2,2,2,0,1,2,0,0,1,4,1,0,0,2,3,3,1,0,1,2,2,0,9,0,1,0,0,3,0,0,1,2,2,7,2,0,75.8,0.0,7.8
2015-05-10,4,3,0,1,0,0,4,1,0,1,2,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,3,2,0,1,7,1,3,0,2,1,0,0,0,2,0,6,1,1,76.7,0.0,7.4
2015-05-11,2,0,0,2,0,1,8,3,0,1,2,3,0,1,3,0,0,0,3,1,2,1,1,0,0,0,1,0,1,3,1,0,1,4,0,0,0,0,0,0,0,0,0,1,1,2,0,6,0,0,74.2,0.02,9.4
2015-05-12,1,0,0,1,1,2,10,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,2,0,0,0,2,1,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,6,1,0,64.6,0.0,13.5
2015-05-13,0,0,0,1,0,0,3,0,2,0,2,1,0,4,0,2,1,0,2,1,0,0,0,0,0,0,1,0,1,2,1,0,1,2,0,2,0,2,1,0,0,1,0,0,0,1,0,2,1,1,48.3,0.0,7.4
2015-05-14,1,1,0,1,0,6,6,3,1,0,3,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,4,0,8,1,0,55.0,0.0,3.2
2015-05-15,2,3,1,0,0,1,8,1,3,1,2,0,0,3,1,0,0,1,2,3,0,1,2,3,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,9,1,0,67.6,0.0,7.4
2015-05-16,1,0,3,0,0,1,7,2,0,0,2,2,0,2,2,3,0,1,4,3,1,1,2,0,0,0,1,2,2,1,1,0,1,0,1,1,0,2,1,0,4,0,0,1,0,2,1,6,1,0,69.1,0.01,7.9
2015-05-17,2,1,0,1,1,1,2,3,2,1,3,4,0,3,2,3,2,0,3,4,1,1,2,3,1,0,0,1,1,1,0,1,2,4,1,2,0,1,1,0,1,3,0,2,0,4,0,4,1,0,69.4,0.0,6.5
2015-05-18,1,0,0,1,0,1,7,1,1,0,1,2,0,1,1,0,1,0,0,2,1,0,0,0,0,0,2,1,0,2,1,0,1,1,1,1,0,2,0,0,0,2,0,2,0,0,0,8,1,0,70.1,0.07,8.4
2015-05-19,3,0,0,1,0,1,8,0,1,1,1,1,0,2,0,8,2,0,1,1,0,1,0,0,0,0,2,3,2,2,0,0,1,2,1,0,4,1,1,0,2,0,0,0,0,2,0,7,1,2,66.1,0.0,8.8
2015-05-20,0,1,0,2,0,9,4,0,1,2,1,2,1,4,2,0,2,0,2,1,0,0,0,0,0,0,2,0,0,3,0,0,1,2,1,1,3,0,0,0,0,1,0,0,0,1,0,4,1,1,51.0,0.0,6.8
2015-05-21,3,1,1,0,0,0,3,0,2,0,1,6,1,1,0,2,2,0,3,3,2,1,1,0,0,0,1,1,0,0,0,2,0,1,0,0,2,0,0,0,2,1,0,0,1,0,0,4,0,0,49.2,0.01,5.7
2015-05-22,2,2,0,0,0,2,8,1,0,0,1,0,0,2,3,3,1,0,1,3,2,0,2,0,0,0,1,0,1,4,1,0,0,0,0,1,7,0,3,0,0,0,0,0,0,2,0,11,1,0,54.4,0.0,9.9
2015-05-23,9,1,1,0,0,2,5,2,1,0,2,0,1,1,1,0,0,0,1,4,0,0,1,1,0,0,1,2,3,0,1,0,2,2,0,0,8,0,2,0,2,3,0,1,0,3,0,8,1,2,58.6,0.0,4.6
2015-05-24,7,1,1,1,1,0,3,1,0,1,0,2,0,4,0,2,1,0,0,2,0,1,1,0,3,0,1,2,1,0,2,0,4,2,3,0,6,2,1,0,2,2,0,0,0,2,0,3,1,2,66.8,0.0,5.8
2015-05-25,6,0,0,0,0,3,9,1,3,0,2,1,0,2,0,0,0,1,3,4,2,0,1,0,0,0,1,1,1,3,0,0,2,1,0,1,1,3,2,1,0,2,0,3,0,0,0,12,1,2,72.8,0.0,9.6
2015-05-26,4,2,0,2,2,0,8,1,2,0,0,2,0,3,0,2,0,0,0,1,1,1,0,1,0,0,2,2,0,1,1,1,0,0,0,0,7,0,2,0,0,1,0,1,1,0,0,11,1,0,71.8,0.0,7.8
2015-05-27,2,0,0,1,0,0,7,1,1,0,0,3,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,6,3,0,0,3,0,0,0,1,1,0,4,0,0,70.2,0.0,9.5
2015-05-28,1,0,0,0,0,1,9,1,4,0,0,1,0,2,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,3,4,2,0,0,0,0,0,3,0,0,0,1,0,3,6,0,1,71.4,0.0,4.5
2015-05-29,6,0,0,1,0,0,8,2,1,0,3,1,0,2,1,3,1,0,1,0,0,0,0,0,0,0,1,2,4,1,2,0,1,2,0,0,0,2,0,43,1,1,0,1,1,6,4,7,0,0,72.0,0.0,6.3
2015-05-30,4,0,2,2,1,2,5,0,2,0,3,2,2,1,1,1,1,0,2,1,2,0,0,0,1,0,1,0,6,1,1,1,3,1,0,1,0,0,1,5,1,1,0,0,0,1,8,6,0,2,73.3,0.0,7.7
2015-05-31,4,0,2,1,1,2,5,1,1,0,3,1,0,4,0,1,0,0,1,2,0,0,2,0,1,0,0,1,0,0,1,0,1,3,1,0,0,1,1,0,0,0,0,5,0,1,0,10,0,1,71.1,0.04,9.5
2015-06-01,3,0,0,2,2,0,9,0,1,1,1,2,0,2,0,0,0,0,2,0,3,0,3,0,2,0,2,1,0,1,1,0,0,1,0,1,0,1,0,0,1,2,0,1,1,0,0,6,1,0,52.5,0.0,6.7
2015-06-02,2,0,1,1,0,1,3,6,2,1,0,1,0,4,2,2,2,1,0,2,0,0,0,2,0,0,1,2,2,2,1,0,0,1,0,0,0,1,0,0,2,0,0,1,2,0,4,4,1,0,55.9,0.0,5.2
2015-06-03,2,3,0,0,0,0,6,2,0,2,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,1,2,5,7,1,1,60.7,0.0,6.1
2015-06-04,1,0,0,0,0,0,8,0,1,2,2,2,0,0,1,1,0,0,2,1,0,0,0,2,2,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,3,8,1,1,66.2,0.0,6.6
2015-06-05,3,3,0,2,1,1,7,3,1,1,1,1,0,4,0,0,0,0,1,0,0,0,1,2,0,0,1,4,0,3,1,1,0,3,0,2,0,1,2,0,2,0,0,1,1,2,1,13,1,0,66.9,0.06,4.3
2015-06-06,2,0,1,0,1,1,5,1,0,0,2,2,3,2,1,6,0,0,3,1,1,0,1,0,0,0,0,0,3,1,1,3,0,4,1,1,0,3,1,0,1,2,0,1,1,3,2,7,0,2,65.3,0.0,5.1
2015-06-07,3,0,0,0,0,3,5,0,0,2,1,1,0,3,1,4,0,0,3,0,0,1,1,3,0,0,1,0,1,0,1,0,2,4,0,0,0,2,2,0,1,1,0,2,0,1,0,7,1,2,71.7,0.0,9.2
2015-06-08,1,0,1,3,0,0,7,1,0,0,0,1,3,2,2,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,3,0,0,0,2,0,0,1,0,4,0,8,1,2,71.6,0.05,11.1
2015-06-09,2,0,1,2,1,2,4,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,1,0,1,0,2,2,0,0,1,1,0,0,5,1,0,0,1,1,0,1,0,0,2,4,1,0,66.6,0.02,10.8
2015-06-10,7,0,0,0,0,0,3,0,1,0,0,2,0,2,1,6,2,0,1,1,0,2,0,0,0,0,2,2,0,1,0,0,1,1,0,0,7,0,1,0,1,0,0,2,1,1,3,12,1,1,72.3,0.0,10.3
2015-06-11,1,1,0,0,1,3,6,1,1,0,2,0,0,2,0,4,0,0,1,2,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,2,2,2,0,1,78.0,0.0,7.7
2015-06-12,1,0,0,0,0,2,4,1,0,0,0,1,0,1,0,5,0,1,2,3,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,2,1,0,0,0,0,0,0,1,11,1,4,75.9,0.01,10.4
2015-06-13,3,0,0,3,0,0,2,1,3,1,1,2,0,1,1,4,0,0,1,2,0,0,0,3,0,0,0,0,5,2,4,1,1,0,0,2,3,0,2,0,1,1,0,1,0,4,6,4,0,2,74.2,0.0,6.1
2015-06-14,6,0,1,1,1,1,4,1,1,0,2,1,0,2,2,3,1,1,2,2,0,0,0,2,0,2,0,3,2,2,1,0,2,5,2,0,6,2,0,0,3,1,0,1,0,5,0,10,1,1,70.7,0.16,6.0
2015-06-15,3,0,0,1,1,0,11,3,0,1,1,2,0,1,0,0,1,0,3,0,1,0,0,1,1,0,2,0,0,0,1,0,3,1,1,0,3,0,2,1,0,0,0,0,1,2,0,14,0,0,73.5,0.08,9.2
2015-06-16,1,1,0,0,0,1,5,1,1,2,4,3,0,3,1,1,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,5,0,0,0,2,0,0,1,1,2,0,9,1,0,73.0,0.05,9.5
2015-06-17,1,0,0,1,1,1,7,2,0,3,0,4,0,5,0,4,2,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,2,1,0,0,1,2,0,0,8,1,1,66.7,0.0,4.8
2015-06-18,4,0,0,0,1,1,4,0,0,0,1,0,1,3,0,1,1,0,0,0,2,0,1,1,0,0,2,0,1,3,0,0,0,0,1,2,0,0,0,0,1,1,0,0,2,0,1,8,2,3,72.6,0.09,9.1
2015-06-19,0,1,0,1,0,5,7,1,0,0,1,1,0,1,1,3,2,0,1,3,1,0,1,3,0,2,1,0,0,0,2,1,2,0,0,0,0,2,0,59,1,1,0,1,1,4,1,13,1,1,68.5,0.0,6.5
2015-06-20,2,0,0,1,1,1,3,1,3,5,2,1,2,1,1,2,0,0,0,2,1,0,3,2,2,0,0,1,1,0,1,0,0,2,0,0,0,2,0,12,3,2,0,0,0,7,5,6,0,1,69.7,0.04,5.4
2015-06-21,3,1,3,0,0,1,4,1,1,3,1,3,6,1,3,6,2,0,0,6,0,0,0,1,3,0,1,1,1,3,0,0,1,4,0,1,0,2,3,1,2,3,0,0,1,0,0,8,0,0,73.7,0.0,9.5
2015-06-22,2,0,3,3,0,0,4,1,1,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,5,1,0,0,1,0,0,4,1,0,1,0,1,0,18,2,0,75.7,0.0,6.7
2015-06-23,2,1,0,0,0,1,10,1,3,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,2,0,0,0,0,0,4,0,1,0,2,0,0,2,1,2,3,8,0,0,75.1,0.03,10.7
2015-06-24,9,1,0,1,1,2,9,0,1,1,0,2,0,2,1,4,1,0,4,0,0,0,0,1,0,0,2,0,1,2,0,1,0,3,0,0,4,1,1,0,1,0,0,0,1,3,2,13,0,1,69.8,0.0,3.4
2015-06-25,6,1,0,2,0,4,6,0,0,0,1,1,1,3,0,5,0,0,0,2,1,0,3,2,1,1,2,1,0,3,0,0,1,2,0,0,9,0,1,0,1,0,0,0,0,2,1,10,0,0,65.7,0.02,4.5
2015-06-26,3,1,0,1,0,0,6,0,0,1,1,2,0,1,1,4,0,0,1,3,1,0,1,0,1,0,2,1,0,0,0,0,0,2,0,0,10,0,2,1,2,2,0,2,1,1,0,10,1,2,67.7,0.0,3.1
2015-06-27,0,0,0,0,0,0,5,1,2,1,2,1,0,1,2,1,0,0,1,2,2,1,1,3,1,0,0,1,1,2,2,1,1,4,1,2,9,2,4,2,3,4,0,1,0,0,3,6,1,1,66.5,0.08,9.9
2015-06-28,3,1,0,1,1,1,0,3,1,2,0,1,0,2,1,0,0,0,0,2,3,0,0,1,2,0,0,1,3,1,1,1,0,2,2,1,3,3,2,2,1,4,0,3,0,1,0,14,0,0,60.9,0.0,13.6
2015-06-29,9,0,0,1,0,2,7,2,1,0,1,1,0,2,0,0,1,0,2,1,2,0,0,0,0,0,1,2,0,0,1,1,1,0,1,2,0,1,1,0,2,1,0,0,1,0,0,6,1,0,63.3,0.03,4.7
2015-06-30,1,0,0,1,0,4,6,0,1,1,1,1,1,2,1,0,2,0,2,0,5,0,1,1,0,1,1,0,0,1,1,0,0,2,2,0,2,0,2,1,4,2,0,1,1,0,2,2,0,1,66.4,0.03,8.8
2015-07-01,5,0,1,1,0,1,7,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,1,1,0,1,1,3,1,0,1,1,0,0,1,0,0,0,1,1,1,6,1,1,66.2,0.0,8.6
2015-07-02,1,1,0,2,0,1,2,0,0,0,3,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,2,1,0,3,1,1,1,0,2,2,1,4,2,1,2,2,0,0,0,4,5,9,0,0,68.2,0.0,3.5
2015-07-03,12,1,0,0,0,0,7,1,2,0,1,0,0,1,1,0,1,1,0,2,2,1,0,0,0,0,5,2,4,0,2,1,2,4,0,0,15,3,2,0,1,2,0,1,1,2,7,7,0,2,67.8,0.01,5.4
2015-07-04,12,1,0,0,3,0,5,0,1,4,2,0,0,1,0,5,0,1,2,1,1,0,1,0,2,1,1,2,4,3,2,2,0,3,2,2,11,2,3,0,0,2,0,1,1,5,3,3,0,2,67.4,0.13,4.5
2015-07-05,2,3,0,0,0,2,6,0,0,1,2,0,1,3,1,0,1,1,1,0,3,0,0,0,0,0,0,0,4,1,5,1,0,3,2,1,2,2,3,1,2,1,0,3,0,2,0,6,1,3,70.8,0.0,2.9
2015-07-06,2,0,0,0,2,0,8,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,1,2,0,0,1,0,1,0,1,0,8,2,4,73.3,0.01,5.3
2015-07-07,2,3,0,0,2,2,7,1,1,1,1,2,0,2,2,0,0,0,1,0,0,0,1,1,0,0,3,1,1,1,1,0,2,1,0,0,5,2,0,1,1,2,0,0,0,0,1,5,1,0,72.8,0.01,10.9
2015-07-08,3,0,0,0,0,3,7,4,2,2,3,1,1,2,1,3,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,5,0,0,1,4,2,0,1,1,4,2,5,0,0,68.9,0.03,5.6
2015-07-09,1,1,0,0,0,2,10,1,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,1,2,0,1,2,1,1,1,0,4,1,0,2,6,1,3,0,1,1,0,1,1,0,2,7,1,0,71.2,0.02,10.1
2015-07-10,3,2,0,0,1,2,8,1,0,0,1,1,1,2,1,3,3,0,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,0,3,0,2,2,0,0,1,2,6,6,1,1,66.8,0.0,3.1
2015-07-11,3,0,1,0,0,2,4,1,1,1,3,1,0,2,0,6,0,0,1,0,1,0,0,3,1,2,0,1,4,1,1,1,1,1,5,0,7,1,2,1,3,0,0,3,1,2,4,3,1,3,71.4,0.0,2.4
2015-07-12,4,1,1,1,1,0,5,1,0,0,4,1,0,4,1,0,3,0,2,3,1,0,0,2,2,0,0,1,3,2,2,0,0,5,3,1,8,2,3,0,4,2,0,3,1,5,0,1,1,0,69.3,0.0,3.3
2015-07-13,3,0,0,1,0,0,4,0,0,1,0,2,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,2,2,1,0,2,2,0,3,1,2,0,2,1,0,1,2,1,0,8,1,1,72.5,0.0,6.0
2015-07-14,0,0,1,2,0,3,4,2,0,1,0,1,0,2,0,0,2,1,0,0,1,0,0,1,2,0,1,3,3,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2,0,7,1,1,70.7,0.02,9.6
2015-07-15,3,0,1,1,1,1,7,4,2,0,1,2,0,3,2,3,0,0,1,1,1,0,0,2,0,0,1,2,0,2,2,1,0,2,0,0,1,2,1,0,1,0,0,0,2,0,1,6,2,2,70.3,0.0,8.3
2015-07-16,3,0,0,2,0,3,6,1,1,1,1,1,0,2,0,7,0,0,2,1,3,0,0,1,0,0,1,2,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,1,1,1,5,5,0,2,67.0,0.0,4.4
2015-07-17,2,0,1,0,0,2,6,2,0,0,3,2,0,5,1,2,0,0,2,0,1,0,2,2,0,0,1,1,0,2,1,0,0,3,0,0,0,1,1,0,2,4,0,0,1,2,3,10,0,3,72.9,0.0,7.6
2015-07-18,4,0,3,1,0,3,7,1,2,1,3,2,0,2,2,6,0,0,4,3,0,0,0,4,2,3,1,0,3,4,0,1,1,1,1,1,2,1,1,0,1,0,0,1,0,1,4,5,1,1,80.0,0.0,8.4
2015-07-19,4,3,0,1,0,0,2,1,0,0,3,1,0,2,1,2,1,0,4,2,0,0,0,2,1,0,1,3,2,1,0,2,2,7,0,1,0,1,3,0,1,6,0,0,0,2,0,2,1,1,79.3,0.0,8.9
2015-07-20,3,0,0,1,1,0,4,1,0,1,2,2,1,0,1,1,1,0,2,1,1,0,1,1,1,0,2,1,0,3,1,0,1,1,0,1,0,2,1,1,3,1,0,0,1,2,0,10,1,1,75.2,0.0,7.6
2015-07-21,5,1,0,3,2,0,4,1,1,4,0,2,2,2,2,3,3,0,2,0,0,0,1,2,0,0,1,1,0,0,0,1,0,5,1,0,1,2,1,0,2,1,0,0,2,0,3,9,1,1,72.9,0.0,6.3
2015-07-22,4,3,0,2,1,2,12,0,0,0,0,1,1,1,1,3,2,0,2,2,0,0,0,0,0,0,2,4,4,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,9,1,0,67.9,0.0,6.1
2015-07-23,2,0,0,0,0,2,6,2,0,0,1,4,0,2,0,1,0,0,3,1,0,0,0,0,0,0,0,1,1,3,1,0,0,3,3,0,6,0,0,0,0,2,0,0,2,0,3,9,1,0,71.0,0.0,3.6
2015-07-24,3,0,1,1,1,0,7,0,0,2,0,1,0,0,0,0,2,0,4,0,0,0,2,1,1,0,1,3,2,1,0,1,1,1,1,0,5,1,0,0,0,1,0,1,1,0,6,9,0,1,73.0,0.0,4.3
2015-07-25,9,1,1,2,0,1,1,0,0,0,0,2,0,0,0,2,2,0,2,4,2,0,2,0,2,0,0,1,2,1,3,2,1,0,2,0,7,0,2,1,1,2,0,2,0,4,4,6,0,4,76.5,0.0,4.2
2015-07-26,1,0,1,0,1,1,4,1,2,1,3,0,0,2,0,0,0,0,2,1,0,0,5,2,2,0,0,1,5,2,3,0,0,4,0,0,6,2,1,0,1,1,0,2,0,1,0,14,0,0,75.9,0.0,6.4
2015-07-27,3,0,3,3,1,1,11,1,1,0,0,1,0,1,0,0,1,1,1,3,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,2,1,0,3,0,1,1,3,0,11,1,0,74.4,0.0,3.0
2015-07-28,2,1,1,0,0,1,7,0,1,0,0,1,0,1,1,1,1,0,1,3,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,2,0,1,1,0,1,4,0,1,1,2,3,12,1,0,77.8,0.0,4.1
2015-07-29,4,0,0,1,0,2,6,1,1,0,1,0,1,3,0,0,0,2,0,1,2,0,0,0,1,0,1,2,0,2,1,0,0,0,0,1,1,2,0,1,1,3,0,1,2,2,1,4,1,0,80.6,0.0,4.8
2015-07-30,0,0,0,1,0,2,4,4,1,0,4,0,0,4,1,4,0,3,0,1,0,0,0,0,3,0,2,4,0,0,1,0,1,1,2,0,0,1,2,2,1,2,0,1,1,2,2,8,1,0,78.3,0.0,8.5
2015-07-31,5,0,0,0,0,3,6,1,2,2,1,1,0,2,0,2,0,1,1,0,0,0,0,1,0,0,2,2,0,0,2,0,3,0,0,0,0,1,1,0,1,1,0,0,1,2,2,10,1,1,75.5,0.0,8.7
2015-08-01,3,4,1,1,0,2,1,1,1,3,3,2,0,2,1,4,1,3,2,2,1,0,0,3,1,0,0,1,0,4,2,1,2,1,3,2,0,2,2,0,0,5,0,0,0,2,9,11,1,0,74.2,0.0,8.9
2015-08-02,6,0,1,0,1,1,1,2,0,2,6,1,0,3,0,0,0,0,3,0,0,0,0,2,1,0,2,2,2,4,3,2,0,1,0,0,0,6,3,0,1,2,0,2,0,0,0,13,0,2,74.2,0.0,9.8
2015-08-03,1,0,0,2,0,1,9,3,1,0,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,4,0,1,0,1,3,0,2,1,0,0,7,1,0,69.3,0.06,7.8
2015-08-04,3,0,1,0,0,1,7,1,1,1,0,0,0,1,1,4,0,0,1,1,2,0,1,2,0,0,0,1,0,3,1,0,0,2,1,0,7,0,0,1,2,0,0,1,1,0,2,7,1,0,71.1,0.0,6.6
2015-08-05,2,0,1,0,2,1,8,0,1,0,1,1,0,1,2,1,2,0,3,1,1,0,1,0,1,0,1,5,2,0,1,0,0,1,0,0,4,1,0,0,1,1,0,0,2,1,1,8,1,0,70.5,0.0,6.8
2015-08-06,2,1,0,1,1,0,1,1,1,1,0,3,0,2,0,5,0,0,5,2,0,0,0,5,1,0,0,4,2,0,0,0,2,1,0,0,6,0,0,0,2,1,0,1,1,2,5,5,2,0,64.8,0.0,4.1
2015-08-07,2,2,1,0,1,1,9,1,0,1,4,1,3,2,0,1,1,1,1,1,2,2,0,3,1,0,1,0,2,1,0,0,0,2,0,2,14,0,2,1,1,0,0,1,2,5,6,10,0,1,68.5,0.0,5.2
2015-08-08,9,1,1,0,1,0,4,2,2,1,4,2,1,0,0,2,0,3,2,4,0,0,1,0,0,0,1,0,3,3,0,1,0,1,0,3,16,0,5,0,0,3,0,0,0,2,8,8,0,2,72.0,0.0,2.8
2015-08-09,8,0,4,3,1,0,6,2,1,0,3,0,1,1,0,0,3,2,1,1,1,0,1,2,2,1,1,2,2,2,0,1,1,3,2,1,5,2,3,0,2,1,0,0,1,2,1,10,1,4,75.8,0.0,2.5
2015-08-10,7,1,1,1,1,0,6,2,0,3,0,2,1,2,2,0,2,2,1,2,1,0,1,1,1,0,2,2,1,0,0,0,0,3,1,0,10,1,1,0,3,1,0,0,1,2,0,5,1,0,74.1,0.0,6.2
2015-08-11,6,1,1,0,0,0,9,1,1,1,2,3,1,5,1,2,0,1,2,1,1,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,6,8,1,2,72.0,0.0,8.3
2015-08-12,2,0,2,0,0,0,7,1,1,2,2,2,0,1,0,4,1,3,3,0,0,0,0,0,0,0,0,1,1,2,4,0,1,1,0,0,0,1,1,0,1,2,0,0,1,0,1,6,0,0,67.7,0.0,7.5
